,0,1,2,3,4,5,6,7,8,9,10,11
2165,Prph,B9d2,Fibin,Cyp2c65,Lamb2,Sap25,Alg14,Dnajb5,Gadd45g,Wapl,Snhg5,Atp12a
2166,Kcnmb1,Rgs1,Angptl2,Mpeg1,Srpx,Bmp3,Kctd14,Ctla2a,Alpi,Utp20,Gm15848,Gpr20
2167,Gas5,Birc5,Kif12,Rnf34,Itga9,Sinhcaf,Atrn,Fabp4,Stxbp1,Firre,Col15a1,Stc2
2168,Cacna1h,Hand2,Nme6,F2r,Plekho1,Piga,Arhgef28,Oasl1,Clu,Mrtfb,Flcn,Rbpms2
2169,Qpct,mt-Nd4l,Myom1,Nanp,Prelp,Gramd4,Ms4a7,Cxcl14,Rab3b,Maged1,Trpv3,Slc1a4
2170,Atp1a2,Gpr37l1,Fgfr1,A130010J15Rik,Speg,Phf3,Phlpp2,Gm2a,Cdc42bpb,Rapgef3,Cd83,Pla2g2f
2171,Clu,Mmrn1,Kcnh2,Ncoa7,Stum,Pclaf,Cldn12,Mier3,Gcg,Ptprd,Rrm2,Bglap3
2172,Map3k20,Olfml2b,Gas1,Ppp1r9a,Ptprn,Cyp2d26,Firre,Gja1,Ptprn,Arhgef10l,Wfdc18,Ndn
2173,Rdx,Fibin,Col4a2,Pik3cb,Adam33,Gsdmc4,Phkb,Arhgef25,Dnajb5,2010315B03Rik,Dpep1,Hdhd3
2174,Ptprs,Igfbp3,Mfge8,Zfp384,Tnxb,Mettl7b,Pik3c2a,Fnbp1,Hspb2,Gadd45g,Ifi47,Pcsk6
2175,Vsir,Ctxn1,Mogs,Nkapd1,Pi16,Mad2l1,Lrat,Rab3b,Malat1,Tap1,Etv3,Sfn
2176,C1ra,Mdk,Ass1,Lrat,Fbln1,Ip6k2,Mrtfb,Chga,Mt2,Myc,Myo15b,Kbtbd11
2177,Kcnh2,Qpct,Racgap1,3100003L05Rik,Lama5,Agfg1,Tceal9,Adra2a,Bmp2,Dock8,Ace2,Eml1
2178,Tmem47,Ces1g,Ptp4a3,Atrn,Pnck,Atrn,Snrpn,Qpct,Cxcl14,B4galt5,Trim25,Reg3b
2179,Fbxl22,Pnck,Ncald,Zdhhc17,Npy4r,Rbp4,Stra6l,Spon2,Slc1a4,Acbd4,Nme7,Osr2
2180,Mmp2,Kcnmb1,Ces1e,Als2cl,Nkd2,Tnrc6a,Rbm33,Bgn,Bag2,Pwwp3a,Hrh1,Ugt2b5
2181,Kyat1,Art3,Six5,C4bp,Wscd2,Sltm,Usp38,Gpx3,Nkd1,Znrf1,Tmem268,Kras
2182,Hand2,Rtl8a,Asph,Slc3a1,Marveld1,Ptger4,Hilpda,Itga5,Rab3a,Kif2a,Pcsk9,Fxyd1
2183,Pde1b,Igf1r,Tppp3,Tbp,Gng3,4930539E08Rik,Sprr1a,Aebp1,Hand2,Tm4sf1,Mad2l1,2010003K11Rik
2184,Itga9,Mt1,Slc27a1,2310079G19Rik,Calb2,Map3k5,Arhgef38,Ndn,Islr,Kif12,Lgals12,2210407C18Rik
2185,Rasd2,Rnaseh2c,Postn,Tmem268,Bag2,Ccnb2,Gm42031,Hba-a1,Sprr1a,Arhgdib,Ffar2,Cldn12
2186,Serpine2,Mcm5,Htra3,Snhg5,Rtn1,Kif21a,Kcne3,Cspg4,Hspg2,Sod3,Cbs,Myom1
2187,Scn7a,Mogs,Cxxc5,Sult1c2,Spag9,Sec16a,Lcorl,Penk,Cldn15,Tceal9,Npm3,Slc39a8
2188,Ephb3,Fbxl22,Fam57a,Dmtf1,Trim46,Myb,Cpsf6,Pamr1,Rgs1,Cherp,Ythdc1,Hoxb5
2189,Gm43305,Fbn1,Nfix,Auts2,Hdhd3,Syt7,Ceacam10,Sntg2,Ndn,Sgsm2,Ms4a7,Me1
2190,Mmp17,Fabp6,Cmah,Ptpn6,Cspg4,Bambi,Slc30a10,Rbp1,Lgals1,Mfap5,Lrmp,Arhgef28
2191,C1qtnf2,Ddr2,Aspg,Malt1,G0s2,Cenpa,Jakmip1,Hspb7,H2-Ab1,Bin1,1810026B05Rik,Gm13648
2192,Bag2,Pamr1,Hsd3b3,Srgap1,Bglap3,Mcm6,Gramd4,Igfbp5,Guca2b,Knstrn,Cd34,Fibin
2193,Msn,Abi3bp,Fam162a,Kif23,Rprm,Kansl2,Cbs,Hspb2,Syt7,Tbce,Brd8,Cbr2
2194,Gadd45g,Rtn2,Nrep,Trim34a,Islr,Utp14b,Rpl4,Slc46a1,Sis,Abce1,Pqlc1,Galnt3
2195,Tgfbr2,Cdc20,Elovl5,Scnn1g,Cartpt,Dut,Smndc1,Olfml3,Gstk1,Lhfp,Sema3f,Slc36a1
2196,Rbp1,Enah,Ptger4,Aspg,Hand2os1,Dmtf1,Tnrc6a,Ppy,Il6st,Tpd52l1,E330009J07Rik,Bcam
2197,H2-Aa,Hoxb13,Pea15a,Baz1a,Lrmp,Mettl5,Asph,Kyat1,Sntg2,Hsdl2,Gca,Slc34a2
2198,Fzd2,Nfix,Grem1,Smndc1,Rbp1,Vstm5,Cldn2,Mfge8,Svil,Fam193b,Ccnb2,Chp2
2199,Fndc1,Shmt1,Sntg2,Sptssb,Sdc3,Swap70,Nrep,Col3a1,Plcb4,Eef1e1,Smc2,Ppy
2200,Cyp2d12,Cacna2d1,Rasd1,Apc,Ccn2,Smndc1,Ikbkb,Rdh16,Myom1,Kcnh3,Hopx,Cpn1
2201,Rusc2,Fads1,Tpd52l1,Cdhr5,Krt17,Top2a,Dock8,Rbpms2,Rbpms2,Hspg2,A4gnt,Pcsk9
2202,Hoxa9,Colec12,Apbb1,E2f3,Cttnbp2,Tle1,Cmah,Apbb1,Pcsk1,Mcf2l,Zfp217,Smpdl3a
2203,Kcne3,Frmd6,Wnk4,Arid4a,Cpn1,Yrdc,Birc5,Rtl8a,Ffar2,Col6a3,Nanp,Chdh
2204,Ak1,Stmn3,Snrpd1,Ccl25,Hbb-bs,Insl6,Stt3a,Mab21l2,Vat1,Slc35d1,Podn,Col8a1
2205,Rtn2,Acsm3,Prodh,Mcoln2,Enpep,Nts,Wbp4,Slc3a1,Calb2,Mki67,AU020206,Mab21l2
2206,Trim47,Six5,Tacc1,Pibf1,Pcsk1n,2900026A02Rik,Alpi,Tnfrsf12a,Adcy5,Hkdc1,Acpp,Emilin1
2207,Grem2,Rgma,Col1a1,Dusp6,Fer1l6,Upf3b,Mcoln2,Ass1,Ctxn3,Armc1,Sec16a,Kcnn4
2208,Thy1,Vat1,Eml1,Swt1,Dact3,Birc5,Bmp2,Pcsk1n,Itln1,Smc4,Trpm6,Fos
2209,AC149090.1,Bex2,Col1a2,Tmem140,Myzap,Fabp6,Asb13,Il6st,Plk3,Trf,Ankrd16,Ly6g
2210,Cmtm7,Klhl23,Me1,Baiap2l2,Wfdc1,Cd44,Bdkrb2,Angptl2,Ctss,Esam,Melk,Nxpe4
2211,Dnajb5,Nme6,Tmed1,2900093K20Rik,Scg2,2900093K20Rik,Rbm18,Adcy5,Nxn,Asb13,Mxd1,Yes1
2212,Speg,Spon2,Cbfa2t3,Mki67,Abcb1a,Nom1,Selenop,G0s2,Etv5,Ddah2,Arhgap20,Snx7
2213,Rab34,Cdca7,Pbk,Snapc1,Gpr37l1,Rnf32,Birc2,Snrpn,Dact3,Tgfbi,Cbr4,Sgsm2
2214,Ptp4a3,Gm15401,Smoc2,Map3k5,Qpct,Tmem164,Apc,Slc34a2,Hspb8,2900093K20Rik,Baz1a,Hoxb5os
2215,Rnaseh2c,Hpd,Srsf2,Cyp2c55,Cyp2f2,Rasa4,Arhgap20,Pmaip1,Plvap,Oxr1,Gabpb2,Parp12
2216,Eva1b,Sorcs2,Knstrn,Ano7,Nbl1,Slc20a1,2900026A02Rik,Marveld1,Chst12,Tifa,Ptger4,Cyp4b1
2217,Ace,Dtx3,Slc9a3r2,Birc2,Cd248,Cd83,Ankrd16,Pls1,Slc34a2,Fam135a,Lsm2,Mfap3l
2218,Mfap5,Thbs3,Fermt2,H2-T3,Csta1,Xpo1,Eef1e1,Fstl1,Egln3,Ptger4,Ccl11,Sct
2219,Tacc1,Ccl11,Dpep1,Utp14b,Gbp2,Ccna2,Leo1,Cpn1,Apobec1,Atrn,Ddx60,Id4
2220,Zcchc24,Pcbp4,Bst2,Spag9,Anxa6,Baz1a,Tpd52l1,Nts,Cnnm4,Ankzf1,Gpt2,Eif2s2
2221,Mical1,Ccdc80,Grem2,Eef1e1,Cilp,Trim34a,Fgfr3,Dact3,Fnbp1,Fermt3,Apobec3,Bag2
2222,Ppp1r18,Ppie,Ptn,Slc46a1,Abhd17a,Tph1,Etv3,Nxpe4,Itga5,AU020206,St3gal4,Uchl1
2223,Smoc2,AI854703,Ehd4,Fgfr3,Ceacam1,Fbxl14,Tmem56,Papss2,Cacna1h,Gpd1,Lhfpl2,Dact3
2224,Txndc5,Cspg4,Sdc3,Rnf32,Kcnmb1,Ms4a7,Rnf213,H2-Q1,Ptprs,Glrx,Slc13a2,Ehd2
2225,Dkk3,Jchain,Rbpms2,Ms4a7,Clu,AU020206,Fam57a,Tspan2,H2-Q1,Rarres2,Kcnh3,Hspg2
2226,Crispld2,Wfdc17,Klhdc8b,Mafb,Sh3tc1,Arhgap20,Ythdc1,Ptgis,Cd44,Tfrc,Defb37,Pmp22
2227,Cd24a,Svep1,Reg3g,Ppp2r5e,Plin4,Setx,1600020E01Rik,H2-Aa,Tnfrsf12a,Fcna,Spc25,Optc
2228,Anxa8,Mt2,Gucy1a1,Fnbp4,Cavin1,Hsdl2,Yes1,Prph,Cartpt,Thbs3,Zfand1,Prap1
2229,Jchain,Tifa,Stmn3,Abcg5,Tspan2,Fbxo22,2410002F23Rik,Il15,Jph2,Jakmip1,Myc,Aoc3
2230,Gpr137b,Hoxb5,Klhl23,Ace2,Fibin,Cyp2c55,Ccl9,Enpep,Tspan13,Upf2,Adh1,Maged1
2231,Abi3bp,Myom1,Cdo1,Slc51b,Trim25,Tgfbr2,Ces1e,Chst12,Fxyd1,Ddi2,Tmem164,Prph
2232,Rbpms2,Clu,2410002F23Rik,Cyp4f14,Pamr1,Plet1,C330018D20Rik,Eml1,Ccl9,Sap25,Ccnb1,Slc7a4
2233,Clic6,Ccl9,Itln1,Ythdc1,Pls1,Wbp4,Ublcp1,Sdc3,Hpgd,H2-Q2,Reg3g,Slc37a2
2234,Col14a1,Nkd1,Tspan9,Slc13a1,Aplp1,Rasd1,Itln1,Col6a3,Kit,Etv5,Srgn,Eno3
2235,Ppp1r14a,Rusc2,Cspg4,Tmem56,B4galt5,Stt3a,Pcsk1,Lama5,Me1,Wipf1,Itpr2,Ptprd
2236,Scarf2,Speg,Bmp1,Usp38,Foxp2,Tank,Ceacam20,Svil,Leng9,Fkbp11,Akap8,Lrrc66
2237,Lama5,Uchl1,Bgn,Ddx60,Rbpms,Gpt2,Rbp4,Col18a1,S100g,Wdr5,Taf12,Slc10a2
2238,Sntg2,Sox9,Tgfbi,Cramp1l,Mmp17,Cramp1l,Clic5,Dcn,Prph,Pecam1,Prkg2,Hoxb9
2239,Retnlb,Mmp17,Pcolce,Gm49980,Fermt2,Jakmip1,Rfesd,Slc36a1,Mustn1,Ap4b1,Slc3a1,Pdlim3
2240,Hspb6,Gm2a,Dek,Birc5,Pdlim4,Abce1,Gpt2,Sst,Penk,Cbr4,Stra6l,Nupr1
2241,Klhdc8b,Tacc1,Dut,Pgm3,Phlda3,Snhg15,Hoxa7,Tnxb,Tln1,Dnmt3a,Insl6,Snrpn
2242,Enah,Ak1,Map3k20,Hoxb9,Ly6a,Phkb,Gcg,Lum,Gda,Galnt3,Slc50a1,Cyp2d9
2243,Pyy,5330417C22Rik,Asb2,Myo15b,Trpv3,Tmem56,Fbxo22,Ccl21a,Slc40a1,Pdlim5,Swap70,Cyp2c68
2244,Laptm5,Kcnh2,Bag2,Cep63,Aoc3,Ddx52,Tank,AI854703,Cyp2d12,Ceacam10,Ap1s3,Hspb8
2245,Id4,Tmed1,Ccnb2,Leo1,Tln1,Fcer1g,Pmaip1,H2-Ab1,Acta2,Col12a1,Abat,Mcam
2246,Ifitm1,Fkbp11,Mcm6,Piga,Ctxn3,Stra6l,Sis,Stmn3,Reg3g,Slc25a37,Neu1,Hspb7
2247,Meg3,Cdo1,Ecscr,Rbm33,Ak1,Mep1a,Lama3,Pde5a,Itm2c,Smim38,Mcm6,St3gal6
2248,Pln,Thy1,Tspan2,AC149090.1,Rgs5,Birc2,Pdia5,Bmp3,Slc26a2,Nup85,Tmem252,Stmn3
2249,Tspan2,Defb37,Creb3l4,Prkg2,Rasef,Zbtb11,Tbce,Crip2,Lmo7,C330018D20Rik,Als2cl,Car8
2250,Nxn,S100a4,Ppie,Firre,Amdhd2,Fabp2,1810026B05Rik,Plk3,Muc4,Gm1123,Rdh16,Tmem252
2251,Apbb1,Sod3,Optc,Procr,Gcnt2,Adra2a,Chp2,Cavin2,Cnn2,Mcoln2,C330018D20Rik,Kyat1
2252,Cspg4,Bag2,Hspb2,Sltm,Ehd2,Slc39a8,Zfand1,Sult1d1,Mab21l2,Coro1a,Fam162a,Slc51a
2253,Rtl8a,Plcb4,C3,Kyat1,Chrm2,Rdh16,Helz2,Lamb2,Ppp1r14a,Rnf213,Cdca7,Synpo2
2254,Egfl7,Spc24,2210407C18Rik,Zfand1,Efna1,Nrep,Irgm1,Stmn2,Cspg4,H2-Q7,Nts,Gas1
2255,Fasn,Ndn,Lsp1,Mcf2l,H2-Q1,Rbm18,Clps,Leng9,Chgb,Mcm6,Sh3tc1,Nxpe2
2256,Grem1,Olfml3,Fnbp1,Acpp,Capg,Slc30a10,Ifit1bl1,C3,Tubb2a,Srgn,Mlxipl,Fmo5
2257,Acsm3,Hoxb6,Snrpn,Fam107b,Svil,Kif23,Creb3l1,Fos,Pde5a,Fnbp4,Cdo1,S100a14
2258,Slc46a1,Col1a1,Cyp2d26,Rbm18,Gdf10,Fam102b,Fnbp4,Apoc2,Txndc5,Tspan33,Col6a4,Slc24a3
2259,Ddah2,Sntg2,Id4,Hrh1,Apbb1,Tfrc,Hsdl2,Gda,Fermt2,Snhg5,Aurkb,Fgfr3
2260,Optc,Slc27a1,Meg3,Fbxo22,Ptgis,Leo1,Bmp5,Apoe,Optc,Nudt3,S100a14,Adra2a
2261,Stom,Fzd2,Cdca7,Ikbkb,Spon2,Car8,H2-Q1,Ahnak2,Clec2h,Snhg15,Clic6,Angptl2
2262,Ctse,Matn2,Serping1,Parp14,Tubb3,Ncoa7,Slfn4,Plekho1,Trim25,Ccnl1,Chp2,Glrx
2263,Pamr1,Ddah2,Serpine2,Atoh1,Myom1,Irgm1,Slc39a8,Higd1a,Gm42418,Lyz2,Kif23,Cyp2d26
2264,Svep1,Phlda3,Igfbp5,Pik3c2a,Cavin2,Arhgef38,Wnk4,Itga1,Eif2s2,Spc24,Slc13a1,Ncald
2265,Sorbs2,Creb3l4,Svil,Akap8,Mrvi1,Spag9,Tph1,Phlpp2,Gpx3,Rfesd,Lama3,Clec2e
2266,Fnbp1,Utrn,Nxn,Utp20,Dnajb5,Rbm33,Cbr4,Anxa8,Gal,Baz1b,Slc51a,Cldn4
2267,G0s2,Impdh1,Chgb,Snhg15,Ecm1,Parp14,Slc25a37,Ncoa7,Slc24a3,Elp3,Slfn4,Ces1g
2268,Ephb4,Scn7a,Sfrp1,Kif21a,Slc35f5,Nxpe4,St6galnac2,Mxra8,Enpep,Cd74,Pcsk6,Plac8
2269,Gucy1a1,Tspan2,Cuedc1,Irgm1,Gm11946,Hexb,Tmem164,Pyy,Kcnj8,Sephs1,Kcnn4,Plch2
2270,Il18,Rbpms2,Ffar2,Lin37,Bmp2,Reg3b,Chka,S100a4,Itga1,Cmtm7,Dock8,Ano7
2271,Fxyd5,Mcam,Mxra8,Ap1s3,Enah,Taf12,Dusp6,Pln,Ipmk,Thyn1,Slc30a10,Fxyd6
2272,Aebp1,Dnajb5,Mab21l2,Myb,Cdh17,Zzz3,Cdc14a,Ifngr1,Ptn,Fabp5,Car8,Pln
2273,Stmn2,Klhdc8b,Sst,Zfp217,Slc36a1,Gca,Ddi2,Gas1,Bglap3,Tnrc6a,Pclaf,Mgam2-ps
2274,Palm,Tspan9,Ptgis,Oasl1,Asb2,Lcorl,2510046G10Rik,Optc,Tppp3,Birc2,Muc4,Ifit1bl1
2275,Rhoc,Mab21l2,Slc7a4,B4galt5,Emilin1,Ifi47,Aacs,Hspb6,Lama3,Col6a4,Cd177,Atp2b4
2276,Pla2g2f,Stmn2,Wnk2,Csta1,Prph,Pbk,Apobec1,Slc24a3,Slc12a8,Hepacam2,Cgref1,AI854703
2277,Hspb2,Tgfbr3,Ntn1,Anxa8,Pmaip1,Fam162a,Tle1,Clu,Aoc3,R3hdm2,Hkdc1,Vstm5
2278,Olfml2b,Clps,Wdr6,Rfesd,Itga1,Itga2,Abat,Fermt2,Myl9,Trim44,Snhg15,Bmp3
2279,Lrig1,Pea15a,Ccna2,Tmigd1,Sntg2,Pcsk6,Sidt1,Gcnt1,Col6a4,Acvrl1,Sinhcaf,Slc20a1
2280,Cbr2,Reg3b,Clec2e,Rasd1,Hoxa9,Lama3,Ptger4,Rcn3,Aplp1,Mars,Trim30d,Creb3l4
2281,Kcnj8,Rgs2,Slc13a1,Slc30a7,Stmn3,Usp38,Kit,Pdlim4,Mrvi1,Sema3f,Kdf1,Jph2
2282,Col12a1,Cldn15,Prkg2,Kif2a,Cavin3,Abcg2,Slc50a1,Aplp1,Cryab,Pgm3,Hist1h1c,Igsf9
2283,Tspan9,Ecscr,Nts,Leng9,St3gal6,2410002F23Rik,Srek1,H2-Q2,Hbb-bs,Hpf1,Mafb,Cdkn2b
2284,Nxpe2,Palm,Arhgef25,Gramd4,Ppp1r14a,Pik3c2a,Lrrc66,Lama3,Apoc2,Mt1,Lrrc66,Tac1
2285,Kcnn4,Galk1,Adcy5,Ddi2,Emp1,Flcn,S100g,Tgm2,Asb2,Cdca7,Tgfbr2,Lhfpl2
2286,Svil,Trf,Plcb4,Ptprd,Hand2,Zfp217,Ppp2r5e,Col1a1,Snx7,Usp33,Apobec1,Mcf2l
2287,Eml1,Meg3,Pln,Fam162a,Sgk2,Hkdc1,Nhsl1,Noct,Lmod1,Phf3,Mrtfb,Car12
2288,Adcy5,Cbr2,Cavin2,1810026B05Rik,Rab3b,Reg3g,Nanp,Gm15401,Mmd,Tmem164,Slco2a1,Ptn
2289,Csf1r,Mfap5,Thbs1,Tbce,Rgs1,Ptprd,Reg3g,H2-Eb1,Aqp1,Prkg2,Txndc5,Sox9
2290,Ass1,Ephb3,Ppan,Ankrd16,Rdh16,Chka,Nudt7,Tln1,Slc2a4,Insl6,Pmaip1,Txndc5
2291,Slc9a3r2,Apbb1,Mcm5,Cracr2a,Fam102b,Col6a4,Mia2,Egln3,Upp1,Col18a1,Slc9a3,Popdc2
2292,Ccdc80,Prnp,Defb37,Brd8,Myo5b,Eef1e1,Akap8,Jph2,Lama5,Ifitm3,Sectm1b,Cspg4
2293,Pcp4,Angptl2,Plekho1,Sh3tc1,Tubb6,Phlpp2,Brd8,Abhd17a,Col4a2,2810004N23Rik,Rasd1,Slc35a1
2294,Cd248,Wfdc18,Cdc20,Ap4b1,Stxbp1,Sis,Ccnl1,Resp18,Slc13a1,Wbp4,Spdef,4930539E08Rik
2295,Pdzk1ip1,Hbb-bs,Sorbs2,Muc3a,Ang4,Rfesd,2010315B03Rik,Ehd2,Naip1,Ppan,Parp12,Cyp2d12
2296,Olfml3,Tspan13,Mrvi1,Snx7,Chst12,Ifit1bl1,Baiap2l2,Ogn,Pgm5,Ccl9,Ddi2,Pcp4l1
2297,C1s1,Etv5,Slc39a8,Mia2,Mal,Zfand1,Ptprd,Pea15a,Defb37,Top2a,Arhgef38,Apol10a
2298,Slc15a1,Fermt2,Itga2,Asb13,Ass1,Bdkrb2,Ccng2,Itm2c,Chga,Ube2c,B3gnt5,Aqp4
2299,Gm15401,Stab1,Utrn,Trpv3,Pbxip1,Mal,Etv5,Sptssb,Pdlim3,Vat1,Hpd,Vat1
2300,Hspb7,Slc24a3,Hspb7,Trim30d,Oasl1,Cbr4,Nme7,Cavin1,Slc17a4,Mt3,Plekha2,Gsdmc3
2301,Wfdc17,Itga5,Rap1gap,Cyp2f2,Apob,Ewsr1,Cyp4b1,Prap1,Ifngr1,C1ra,Aqp4,Slc35d1
2302,Ccn2,Arhgef25,Shmt1,Plekha2,Mgat4a,Slco2a1,Hspe1,Kcnj8,Mfap3l,Axl,Rnf213,Gstk1
2303,Ahnak2,Rbp1,Impdh1,Lrrc66,Rbpms2,Mki67,Chga,Dpt,Ezr,Rac2,Ces1e,Gpt2
2304,Ntn1,Ppan,Rcc2,Mt2,Fa2h,Creb3l4,Txndc5,Col4a2,Lpin2,Slc1a4,Cdhr2,H2-T3
2305,Phlda3,Ptprs,Wfdc1,Taf12,Mcam,C330018D20Rik,Rasef,Apob,Csrp1,Mmd,Nudt7,Lims2
2306,Sfrp1,Hspb2,Igfbp2,Fabp6,Hoxd13,Scml4,Slc26a3,Tmem236,Flnc,Stab1,Noct,Postn
2307,Rcc2,Grem1,Hoxb5os,Scml4,Serping1,Dek,Nts,Slc35d1,2900026A02Rik,Exosc3,Tns4,Hmcn2
2308,Fgfr1,Ppp1r14a,Sec11c,Slc35a1,Cav1,Slc26a3,Ffar2,Aoc3,Slc17a9,Lpl,H2-Q1,Sncg
2309,Fxyd3,Ptp4a3,Chga,Pmp22,Serpinh1,Slc30a7,Slc30a7,Igfbp6,Pln,Chdh,Abcg2,Sptssb
2310,Dact3,Rnase4,Itga5,Bmp5,Pdlim3,Prap1,Pqlc1,Sh3bgr,Sult1b1,Zfp106,Tha1,Sst
2311,Fbn1,Nxn,Dact3,Tmem164,Gsn,Car12,Fos,Asb2,Marveld1,Kmt5c,Prss23,Hspb6
2312,Sod3,C1qb,Mmd,Gca,Tgfb1i1,Mcf2l,Rasd1,Sparc,Ppp1r12b,Ffar2,Nxpe4,Pdia5
2313,Asb2,C1qc,Rgs2,Hmgb2,Slc46a1,Eps8l2,Prkg2,Mettl7b,Prkg2,Rps6kb1,Itga2,Gpd1
2314,Ecscr,Ccn2,Cxcl12,Slc30a10,Pla2g2f,Plekha2,Fam135a,Hoxb13,Cd59a,Fndc1,Helz2,Slc2a4
2315,Ptgis,Igfbp6,Popdc2,Vstm5,Stmn2,Etv3,Arhgef39,Cyp2d9,Hspb6,Mxra8,Cyp2d26,Resp18
2316,Ly6c1,Map3k20,Ogn,Neu1,Btg1,Kif2a,Pde2a,Rbpms,Smim38,Fasn,Mpeg1,Pgm5
2317,Fermt2,Grem2,Hoxb5,Dock8,Hspb2,Defb37,Pdlim5,Mrvi1,Thbs1,Zzz3,Shmt1,Sorbs2
2318,Gas1,Col14a1,Smim38,Fam102b,Hoxa10,Dusp6,Chdh,Ecm1,Stmn3,Nme6,Ptpn6,Acta2
2319,Creb3l1,Pln,Mcam,Slc6a8,Hspb6,H2-Q1,Col6a4,St3gal4,Maoa,Rgs2,Gas5,Rhob
2320,Cd177,Serpine2,Pdlim4,Ccnl1,Slco2a1,Helz2,Tmem140,Timp2,Oasl1,Rcc2,Nhsl1,Aacs
2321,Cuedc1,Insl5,Rras,9230105E05Rik,Hspb7,Apc,Stk17b,Nt5e,Nts,Gpam,Ccng2,Kdf1
2322,Tyrobp,Fgfr1,Slc3a1,Plk3,Hspb8,H2-T3,Clca4a,Naip1,Snrpn,Gja1,Pdia5,Slc17a4
2323,Aqp4,Eml1,Cdk1,Srsf2,B3gnt5,Nanp,Itga2,Rgs2,Cyp2d9,Eva1b,Mal,Aspn
2324,Tcf21,Optc,Rcn3,Slc35d1,Kyat1,Anxa3,Auts2,Popdc2,Rras,Kcnn4,Top2a,Sgk2
2325,Slc24a3,Wdr6,Flot2,Tfrc,Tnfrsf12a,Sdcbp2,Kcnh3,Pgm5,Sst,Ramp2,H2-T3,Fam129a
2326,Pltp,Mrvi1,Mettl7b,Cldn12,Rasd2,St6galnac2,Aqp4,Gpr137b,Fer1l6,Leo1,Cyp4b1,Nudt4
2327,Axl,Ifitm1,Chst12,Lpin2,Ppp1r12b,Dock8,Ly6m,Osr2,Klf6,Slc17a4,1810065E05Rik,Atoh1
2328,Arhgef25,Cd248,Gm42418,Lrmp,Slc24a3,Cdc14a,Pgm3,Rarres2,Hmcn2,Slc44a2,Fxyd3,Cd59a
2329,B3gnt5,Dact3,Snhg1,Slco2a1,Dgat2,Mep1b,Smim38,Ly6m,Flna,Pstk,2010315B03Rik,Isx
2330,Popdc2,Fbln2,Cacna1h,Snhg1,Slc34a2,Tbce,Hoxb6,Gm5485,Dgat2,Vars2,Ccl9,Baiap2l2
2331,Uchl1,Kcnj8,Prom1,Hsd3b3,S100a4,Slc13a1,Slc13a1,4930539E08Rik,Rbpms,Rap1gap,Jchain,Fer1l6
2332,Clec3b,Gucy1a1,Hspb6,Cbr4,Slc25a4,Apobec1,Gda,Islr,Hoxb6,Laptm5,Slc10a2,Lmod1
2333,Eln,Plet1,Fabp5,Higd1a,Lmo7,Snx7,Rnf186,Igfbp7,Fxyd6,Postn,Bmp2,Trpm6
2334,Ckm,Ncald,Hoxb6,Slc34a2,Ifngr1,Asb13,Defb37,Ptn,Fabp5,Slc30a7,Klf6,Cldn23
2335,Aoc3,Emilin1,Ccl9,Etv3,Ckm,Auts2,Duox2,Myo5b,Kcnh3,Ecm1,AC149090.1,Bex2
2336,Trf,Asb2,Prss23,Rnf213,Mgp,Cyp4b1,St3gal3,Ppp1r12b,Popdc2,Gm43305,Cldn12,Clic5
2337,Trim46,Hspb7,Top2a,Jakmip1,Hif1a,Nudt7,Usp33,Clec2h,Ces1f,Sorbs2,9230105E05Rik,Ceacam10
2338,Thbs3,G0s2,Ehd2,Gda,Rras,1600020E01Rik,Mxd1,Emilin1,Hoxb5,Srek1,Ceacam10,Prss23
2339,Hoxa10,Fstl1,Galk1,Tank,Cd81,Igsf9,Mal,Mcam,Mcam,Gpt2,Hoxa7,Asph
2340,St3gal4,Smoc2,Tspan13,Mal,Slc2a4,Srek1,AC149090.1,Parp12,Uchl1,H2-DMa,Ccna2,Psd
2341,Cotl1,Sfrp1,Hkdc1,Birc3,Pgm5,Duox2,Mcf2l,Cyp2c55,Tgfb1i1,Cotl1,Yes1,Synm
2342,Ptn,Mxra8,Cavin3,Cdc14a,Ckb,Slc51b,Irf7,2210407C18Rik,Clps,Isx,Sox9,Tmem236
2343,Mrvi1,Ass1,Kcnh3,Slc25a37,Emp3,Sgk2,Ces2c,Hkdc1,Stom,Agfg1,Pbk,Mt3
2344,Fbln2,Loxl1,Fam107b,Fmo5,Pln,Galnt3,Galnt3,Trpm6,Rgs2,Sltm,Gpx2,Adh1
2345,Ly6a,Ldhb,Lrig1,Helz2,Chp1,Fut2,Myo15b,Abat,Slc3a1,Fam57a,Slc39a8,Tns1
2346,Col6a3,Cavin2,Fasn,Hoxd13,Lama3,Fnbp4,Ces1d,Hspb8,Hoxb5os,Lama5,Pgm3,Slc12a8
2347,Col18a1,Gas1,Serpinh1,Sord,Leng9,Yes1,Bmp3,Igfbp2,Clec2e,Sidt1,Mier3,Syt7
2348,Nt5e,Malat1,Fkbp11,1600020E01Rik,4930539E08Rik,Wapl,Sfn,Clca4a,Cdkn2b,Trim46,2510046G10Rik,Sh3bgr
2349,Mcam,Ptgis,Slc35a1,Aqp4,Ahnak2,Tspan13,Cpn1,Mal,Ms4a8a,Taf12,Cdk1,Hmgcs2
2350,Rgmb,Ecm1,Gas5,Fam135a,Acox1,Mcoln2,Il15,Atf3,Glrx,Ankrd16,Bmp3,Ptprr
