,0,1,2,3,4,5,6,7,8,9,10,11
1979,Bmp1,Hlx,Gng2,Zfp874a,Gpc1,Prpf4,2900076A07Rik,Ndrg4,Syk,Ccdc80,Dusp6,Tmprss5
1980,Rgcc,Apod,Aurka,Gm17025,Cep63,Utp20,Snhg20,Grp,Ctxn1,Ppp2r5e,Nom1,Syt5
1981,Cacna2d1,Dnmt1,Lhfp,Ercc6,Nos1,Csnk1g1,Pigv,Cacna2d1,Meis1,Ifitm2,Fkbp11,Ntn1
1982,Lhfp,Fstl3,Aurkb,Ppard,B3galnt1,Dnase1l3,Lin37,Slfn2,Ak1,Gpx2,Syk,Ube2c
1983,Fmo2,Adam33,Wscd2,Arrdc2,Ank2,Arhgap45,Fam98a,Map1b,Slc38a9,Poglut1,Dok1,Tppp3
1984,Cacna1c,Rhoj,Glipr2,Abce1,Lsp1,Gm1965,Rad50,Hand2os1,Gbp2,Hps4,Ankzf1,Hhatl
1985,Rab3il1,Gpx3,Rasa4,Tent5c,Caly,Ffar2,Rbm34,Hoxd10,Wscd2,Helz2,Pstk,Speg
1986,Adamtsl4,Msn,Abca2,Neurod1,Tspan9,Gimap4,Mmp2,Adgrl1,Ass1,Usp38,Arhgap45,A630023A22Rik
1987,Map1b,Sirpa,Dmwd,Uros,Gadd45g,Rsad2,Ankrd12,Hdhd3,Utp14b,Zfp592,Trbc2,Ccdc149
1988,Bin1,Meis1,Clec3b,Sirt1,AW551984,Kdr,Rgs13,Gucy1b1,Cdh11,Tmem56,Ccl25,Tmem140
1989,Adamts10,Ccnb2,Akap12,Lacc1,Tmem179,Rfc4,Polm,Scand1,Ptprd,Limd2,Leng9,Islr
1990,Bmp4,Cav3,Hopx,Ostm1,Cacna1c,Hoxa7,Ewsr1,Cidec,Cdh17,Kif21a,Ndc80,Apod
1991,Dmwd,Itpkb,Olfm1,Orc3,Pcsk2,Itpr2,Fam49a,Thbs2,Mfge8,Serping1,Pan3,Gap43
1992,Zfhx3,Trim35,Ddr2,Ccdc152,Mier3,Utrn,Cbx1,Shisal1,Hba-a1,Fam98a,Foxn2,Rab3a
1993,Fam83d,Adcyap1r1,Ptprn,Oxr1,Fnbp1,Lrmp,Arid4a,Tshz2,Cdkn1b,Ppp1r18,Cidec,Neat1
1994,Slco3a1,Vip,Uhrf1,Pigv,Timp3,Gimap9,Cry1,Slc22a17,Rtn1,Slc39a13,Ly86,Fam135a
1995,Trpv2,Pclaf,Dnmt1,Tia1,Pcbp3,Chd6,Mad2l1,Gpc3,Rbp1,Smndc1,Leo1,St6galnac2
1996,Meis2,Mamdc2,Epha7,Hoxa5,Gfra2,Kctd14,Muc3,Dbn1,Pmaip1,Rcn1,Rsbn1l,Gng3
1997,Scg2,Axl,Crispld2,Tbc1d24,Tmem259,Acvr2a,Ace2,Stum,Cdc14a,Apc,Fcer1g,Cox8b
1998,Zbtb20,Syt11,Zfp503,Ndc80,Syngr3,Pwwp3a,Slco2a1,Ccdc9b,Myl4,Pde1b,Dhx33,Ces1e
1999,Selenon,Arhgdib,Ppp1r18,Tapt1,Tmprss5,Gm15848,Gpam,Plvap,Pcbp3,Emp3,Sephs1,Cttnbp2
2000,Adcyap1r1,Car8,Thbs2,Mmp13,Gfra1,Sord,Ankzf1,Etv3,Syngr1,Svep1,Lcp1,Gpc3
2001,Cdh11,Mmd,Shisal1,2900026A02Rik,Acbd4,Ifit1,Yipf2,Ppm1l,Meg3,Tspan6,Slc15a2,Igfbp4
2002,Enpp2,Plk1,Alpi,Dck,Kif5a,Tagap1,Rnf34,Npy4r,Aspg,Wnk2,Slco4a1,C1qtnf2
2003,Cav3,Rdx,Tubb3,Bmp2k,Ecscr,Ncapg,Ccl25,Hif1a,Fam102b,Pclaf,Slc15a1,Fzd2
2004,Mamdc2,Nr4a1,Adgrl1,Zc3h8,Prkar1b,Trim44,Gm1965,Gsn,A630023A22Rik,Nol6,Upf2,Dmd
2005,Retnla,Tinagl1,Tle1,Uvssa,Tubb2a,Phip,Yeats2,Ggt1,Kcnmb1,Pan2,Sprr1a,Ccn2
2006,Pik3ip1,Myl4,Slc17a4,Fut9,Cend1,Ncapd3,Setx,Retnla,Stum,Itpr2,1600020E01Rik,Klhl21
2007,Adgrl1,Lsm2,Myc,Rgs13,Ddx60,Csf1,Spag9,Eln,Zfp503,Zfp523,Plcg2,Scn7a
2008,Slc22a17,Ap1m1,Slc22a17,Cidec,Rabgef1,Slc15a1,Tet2,Akr1c19,Gng3,Podxl,Asf1b,Nrep
2009,Adam33,Mical1,Abhd17a,Hpf1,Celf4,Ercc6,Pik3cb,Ntn1,Tspan9,Chga,Phf3,Tspan9
2010,Thbs2,Pla2g2f,Capg,Yod1,Celf6,Zc3h13,Malt1,Alpi,Fbxl22,Prpf40b,Piga,Utp14b
2011,Rtn1,Knstrn,Polr3h,Vav1,Kcnip1,Prlr,Birc6,Srpx,Apod,Ccnb2,Wapl,Nkd1
2012,Gask1b,Hand2os1,Abcc9,Oasl2,B4galt2,Cbfa2t3,Pbld1,Prkg2,Tgm2,Zfp384,Auts2,Mxra7
2013,Gpc3,Ffar2,Npm3,Rpusd4,Glipr1,Snapc1,Nab1,Bmp1,Krt17,Fendrr,Pla2g2f,Igfbp5
2014,Mrc2,Slc22a17,Rgs1,Gm15848,Cacna2d1,Cdca7,Rfx1,B4galt5,Arhgap24,Cd52,Irf7,Acvr2a
2015,Plekho2,Myc,Col12a1,Hmga2,Kcnk3,Nt5e,Mllt11,Sgce,Fkbp11,Zscan26,Ppfia3,Nsg2
2016,Apoc2,Ackr4,Chka,Bcl2a1b,Mapk8ip1,Ly86,Gal,Hspa1b,Kctd14,Cdo1,Cyp2f2,Utrn
2017,Creld1,Ighm,Mmrn1,Trappc3,Rtn2,Ido1,Sh2d6,Per1,Igfbp5,Arrb2,Lrrk1,Kif12
2018,Pde2a,Zbtb38,Arhgap20,Asb3,Ccl21a,Dnmt3a,Tmem268,Rgma,Spag9,Ccna2,Piwil4,Aqp1
2019,Pi16,Plch2,Tmem47,Fam98a,Rusc2,Abcg5,Zfp958,Nsg2,Npy4r,Fam50a,Mzb1,Adcyap1r1
2020,Olfm1,Cxxc5,Col23a1,Lst1,Hba-a1,Tspan6,Upf2,Ptprs,Adgrl1,Podn,Arhgap9,Tgfb1i1
2021,Cfh,Fcna,St3gal1,Rac2,Dusp26,C9orf72,Pdzd8,Hsdl2,Anxa6,Bahd1,Fap,Slc6a17
2022,Gpc1,Rgcc,Ltbp1,Shprh,Ptprz1,Gin1,Zzz3,Nsg1,Isg15,Gli1,Ncapg,Ptprn
2023,Fgfr3,Eef1e1,Mad2l1,Cenpa,Prss23,Anpep,Acvr2a,Smarcd3,Sh3tc1,Klf2,Itgal,Sfrp1
2024,Tshz2,Rtn4rl1,Myb,Pan2,Clic6,5730480H06Rik,Ccnk,Ifitm3,Cry1,Stc2,Trbc1,Gdf10
2025,Cldn5,Stum,Gpx3,Dnmt3a,Fstl1,Togaram1,Hoxa9,Ctxn1,Kcnh2,Brf1,Lacc1,Abcc9
2026,Plekhb1,Tgfbr2,Pwwp3a,Ces1e,Tafa5,Tha1,Dmtf1,Amdhd2,Helz2,C2cd3,Riox1,Hoxa5
2027,Calb2,Gpc3,Srpx,Aurkb,Tmem59l,Hilpda,Tkfc,Col6a4,Duox2,Mageh1,Mmrn2,Ccdc9b
2028,Csf1,Mrc1,Rusc2,Insl6,Abcg5,Tmem268,Leng9,Col23a1,Grem2,Col1a2,Cdhr5,Plekhb1
2029,Itpkb,Rab34,Col3a1,Upf3b,Gsdmc3,Grk3,Prlr,Clip3,Col23a1,Als2cl,Gm1965,Noxa1
2030,Qk,Itm2a,Gramd1a,Csnk1g1,Rgma,Zfp948,Grk3,Bag2,Ahnak2,Dmtf1,Fes,Flot2
2031,Igfbp3,Plekhb1,C4b,Tkfc,Fut9,Sephs1,Ifit1,Flot2,Sema3f,Rbm15b,Upf3b,Acta1
2032,Epha7,Rab3a,Mars,Ccl5,Smarcd3,Iapp,Sst,Cd34,Mafb,Hhip,Cenpe,Pacsin3
2033,Stum,Arhgap24,Tnc,Amdhd2,Nexn,Oasl1,Myzap,Ezr,Dpt,Prnp,Vav1,Oasl1
2034,Lgi4,Shisal1,Zbtb38,Gabpb2,Tmod1,Ackr3,Rdh16,Dkk3,Ndrg4,Srsf2,Clca3b,Rasd1
2035,Ewsr1,Gnl3,Dtx3,Yeats2,Tspyl4,Itgax,Ppp1r9a,Hspa1a,Hlx,Creb3l1,Gsta3,Kcnmb1
2036,Smim1,Zfp503,Hilpda,Angptl7,Pea15a,Gnl3,Trpm6,Rab34,Nsg2,Ppfibp1,Apol7c,Dyrk1b
2037,Upp1,Gpam,Gm11946,Fhl1,Chrna3,Faah,Tia1,Chrm2,Maged1,Wdr6,Tpx2,Cuedc1
2038,Chrm2,Reg3g,Colec12,Trim39,Syt5,Rps6kb1,Ddx52,Rtn1,Olfm1,B3gnt9,Cxcl13,Sidt1
2039,Tm4sf1,Epha7,Col14a1,Gm42031,Olfm1,Cdo1,Gm15848,Rtn2,Rtl8a,1810026B05Rik,Itgax,Kcnh3
2040,Spc24,Tubb3,Enah,Riox1,Klhdc8b,Melk,Prpf39,Rogdi,Pnck,Flcn,Bambi,Col6a3
2041,Pid1,Gcg,Rtl8a,Ip6k2,Kif1a,Tkfc,Rps6kb1,Cyp2c68,3100003L05Rik,Pdzd8,Smc4,Scg2
2042,Trim35,Gask1b,Pnck,Cdo1,S100b,Hoxd13,Slc15a2,Cd52,Ccdc85c,Cdt1,Insrr,Hba-a1
2043,Plxnd1,Thbs2,Cftr,Apol7c,Resp18,Aldh1a1,Pan3,C1qtnf2,Itga9,Phkb,Ttll10,Slc27a1
2044,Hand2os1,Mki67,Cilp,Ankrd44,Vstm5,E330009J07Rik,Gfi1,H2-T3,Kcnk3,Vsir,Alg11,Auts2
2045,Pmp22,Smim1,Dmd,Sis,Kcnd3,R3hdm1,Tha1,Tnc,Galnt3,9230105E05Rik,Ackr3,Smpx
2046,Mia,Gramd1a,Clu,Prpf39,Tnnt2,Cry1,Alg11,Isg15,Art3,Fmo5,Cd74,Col1a1
2047,Capg,Zeb2,Ppp1r14a,Adra2a,Cry1,Zdhhc17,Atxn3,Klhl23,Ddx60,Hdhd3,Ccl5,Pibf1
2048,Slc39a13,Csf1r,Mcm3,Rbm34,Hrh1,Sirt1,Top2a,Klhdc8b,Arhgap20,Ostm1,Prap1,Prlr
2049,Mdk,Chga,Pik3ip1,Rsad2,Jam2,Mlxipl,Ifi47,Ssbp2,Shisal1,Sh3gl1,Pecam1,Kcnk3
2050,Pth1r,Chrm2,Kcnmb1,Pbk,Vim,Prss23,2900093K20Rik,Gnao1,Epha7,Rad50,2010003K11Rik,Slfn4
2051,Tnfrsf12a,Nanp,Smarcd3,Adnp2,Scg5,Pcsk1,Ip6k2,Rasgrp2,Ppp1r15a,Dock9,Ctse,Crispld2
2052,Serpinf1,Slc1a4,Ighm,Gimap9,Klhl23,Tnfaip2,Pan2,Frmd6,Tuba1a,Rfc3,Emp1,Myb
2053,Plvap,Piezo1,Smc4,Prc1,Nap1l5,Arid4a,F2r,Asap1,Auts2,Ptprs,Ccnk,Arhgap20
2054,Tubb3,B3gnt6,Trim35,Lcorl,Sult4a1,Ccl25,Itpr2,Rusc2,Pcsk1n,Vps33b,Ido1,Ccdc85c
2055,Slpi,Asph,Dbn1,Fcer1g,Il15,Cxcl13,Slc20a1,Cldn23,Jmy,Icosl,S100g,Tkfc
2056,Tac1,Dek,A4gnt,Gin1,Calcb,E2f3,Agfg1,Sprr1a,Ehd4,Slc13a1,Kctd14,Etv1
2057,Mrc1,Zbtb20,Rtn2,Ccnb2,Cmtm7,Slco4a1,Spc25,2900026A02Rik,Zwint,Polr3b,Ceacam12,Gpx3
2058,Col8a1,Tyrobp,Dennd5a,Gatm,Hspa1a,3100003L05Rik,Dnmt1,Tmem47,Serpinh1,2410006H16Rik,Tnfaip2,Apbb1
2059,Sirpa,Eva1b,Rab3a,Ddx27,Adamts15,Dck,Uros,Ldhb,Thbs2,Tmed1,Tank,Hand2
2060,Nexn,Hba-a1,Fn1,Hemk1,Fez1,Brf1,Hoxb8,Vstm5,Cacna2d1,Traf2,Polm,Rgma
2061,Gdf10,Cldn5,Stmn2,1110019D14Rik,9330158H04Rik,Gatm,Xpo1,Olfm1,Slc20a1,Lpin2,Hmga2,Klhl23
2062,Ackr4,Ccn3,Cbx6,Racgap1,Fhod3,Ccl9,Fkbp11,Myzap,Lars2,Polr3h,1110019D14Rik,Lpl
2063,Ube2c,Pth1r,Hoxb9,Hoxa9,Ache,Rsbn1l,Scml4,Vat1,Smpdl3a,Cxxc5,Csta1,Trim46
2064,Ackr3,Arl4d,Ptbp2,Mllt11,Asap1,Cmah,Vstm5,Fmo2,Egr1,Khk,Rbm33,Pcsk1
2065,Lyve1,Zfp651,Loxl1,2900076A07Rik,Clec2h,Apol7c,Baz1a,Gng2,Gja1,Auts2,Parp14,Prelp
2066,Cfp,Serpinf1,Aplp1,Htr4,Cntn1,Gcc1,Arrdc2,Lhfp,Phlpp2,Tipin,Spink1,Slc17a9
2067,Ctxn1,2410002F23Rik,Ccdc80,Dffb,Meis2,Slc36a1,Oasl2,Acvrl1,Grp,Rcsd1,Prc1,Cyp2f2
2068,Mxra7,Pbk,Gpam,5730480H06Rik,Galr2,Rfx1,Armc1,Abcc9,Slfn4,Adamts10,Lcorl,Fkbp11
2069,Dpysl3,Lgi4,Frmd6,Alpi,Sod3,Nab1,Upf3b,Hexb,Bcam,Wfdc1,Rgs13,Sis
2070,Ccl11,Myb,Jchain,Spc25,Zcchc12,Shprh,Piga,Hoxb6,Nkd2,Csf1,Pik3c2a,Insl6
2071,Tcf4,Lyve1,Rasgrp2,Zfp106,Map1b,Ptprc,Tapt1,Vip,Lamb2,E330009J07Rik,Gimap9,Cdc42bpb
2072,Gpr20,Cmah,Stra6l,2210407C18Rik,Trpv2,Pnpt1,Pbk,Parp14,Gng2,Serpina3n,Rnf32,Ttr
2073,Tmem37,Laptm5,Ctxn1,Cyp2d26,Abi3bp,Rac2,Hrh1,Gpr37l1,H2-Eb1,Birc5,Fermt3,Akap12
2074,Gbp2,Serpina3n,Kcnj8,Arhgef28,Slc51b,Ggt1,Mpeg1,Mdk,Ifrd1,Ivns1abp,Fabp6,Slc13a1
2075,Ppy,Cilp,Elp3,Duox2,6330403K07Rik,C1ra,Mettl5,Fn1,Tmem47,Parp14,Abcg5,Cav3
2076,C1qtnf3,Cbfa2t3,Art3,Dnase1l3,Apod,Dok1,Ppard,Ackr4,Abcc9,Utrn,Pbld1,Lars2
2077,Foxp2,Polr3h,Trip6,Snhg20,Sgk1,Insrr,Fbxl14,Foxp2,Cilp,Pik3c2a,Hexb,Timp3
2078,Gsdmc4,Elp3,Sorcs2,Eipr1,Vip,Nkapd1,R3hdm1,Isx,Ppy,Rbm33,Fcna,Epha7
2079,Rgs1,Foxp2,Plin4,Lyrm7,Creld1,Swt1,Tns4,Fbln2,H2-Aa,Yrdc,Gimap1,Clca3b
2080,Tmed1,Hilpda,Mfap3l,Mrtfb,C3,Polm,Slc7a4,Gdf10,Wnk2,Msn,Knstrn,Tnc
2081,Tceal9,Abca2,Kif22,Gcc1,2900026A02Rik,Arrdc2,Sh3tc1,Sfn,Cidec,Capg,Iglc3,Ttll7
2082,Glipr1,Rasa3,Gpd1,Slpi,Serpine2,C2cd3,Map3k5,Defb37,Hand2os1,Map3k5,Clec3b,Scarf2
2083,Myb,Dhx30,Hand2,Pclaf,Nxn,Ap1s3,Kif23,Mgat4a,Gpr137b,Irgm1,Mogs,Grp
2084,Ddr2,Col23a1,Calb2,Ifi47,Palm,Sestd1,Chrnb4,Ddah2,Ppp2r5e,Gnl3,Lpl,Chrm2
2085,Zeb2,Dut,Cck,Cdk1,Plekhb1,Sh3tc1,Zbtb11,Gucd1,Ggt1,Foxf2,Hhip,Serpine2
2086,Akap12,Abca8a,Ap1m1,Polr3b,Nsg1,Trim39,Exosc3,Cyp2d26,Gas1,Cbx1,Cdc14a,Ppm1l
2087,Abcc9,Gng2,Fads1,Arhgap20,Chodl,Zfp958,Hpf1,Pcolce,A4gnt,Tapt1,Fbxl14,Ace
2088,Zdhhc8,Retnla,Ccdc9b,Npm3,Hoxa5,Arhgef28,Cck,Grem2,Tmem236,Upf3b,Prss30,Wnk2
2089,Mmrn1,Fmo2,Tfrc,R3hdm2,Scnn1g,Aacs,A130010J15Rik,Plin4,Gdf10,Dtx3,Gli1,Itga5
2090,Plin4,Pik3ip1,Iglc1,Adamts15,Gpc3,Otulinl,Insrr,Rdx,Cav1,Glipr2,Utp20,Wscd2
2091,Art3,Top2a,Stt3a,Col6a4,Tagln3,Als2cl,Slc34a2,Wscd2,Lrat,Phip,Usp33,Tubb3
2092,Gucy1b1,Tcf21,Gpr37l1,Snhg16,Mafb,Atxn3,Gprc5a,Scg2,Speg,Dok1,Pigv,Slc46a1
2093,Hlx,Bex1,Abce1,Acvr2a,Wfdc17,Prpf39,Ap1s3,Scg5,Tpd52l1,Igfbp5,Mfap3l,Mcoln2
2094,Slc12a4,Sis,Rasa3,Itpr2,Clip3,Chgb,Bambi,Tyrobp,Klhl23,Arrdc2,Tspan13,Noct
2095,Klf2,Sgce,Rnaseh2c,Hoxa7,Nhsl1,Ppp1r9a,Cdk1,Pnck,St3gal1,Rogdi,Prlr,Shmt1
2096,Frmd6,Akap12,Hbb-bs,Rad50,Pirt,Hoxb8,Rnf32,Tacc1,Ehd2,Muc4,Scml4,Cd248
2097,Cttnbp2,Slc36a1,Arhgap24,Syk,Slc6a17,Pqlc1,Nom1,Ms4a8a,Qpct,Amdhd2,Gm15401,Duox2
2098,Clip3,Fgfr3,Nr4a1,Wfdc2,Cdc42bpb,Clic6,Ostm1,Kcnmb1,Wfdc1,Col5a3,Podxl,Phlpp2
2099,Coro1a,Calb2,Sis,Agfg1,Kcnip4,Csta1,Resp18,Gal,Apbb1,Pprc1,Cyp2d34,Gpr37l1
2100,Serpina3n,Col12a1,Scarf2,Itgax,Tgfbi,Gm42031,Gcc1,F2r,Itga2,Ublcp1,Fgfr4,Rab3b
2101,Rhoj,Cenpa,Sod3,Otulinl,Hspa1b,Tns4,Sap25,Ptprn,Fam49a,Nab1,A130010J15Rik,Foxp2
2102,Hoxa7,Fam83d,Pcsk1,Arhgef38,Cap2,2900076A07Rik,Parp14,Palm,Arhgef25,Kat8,4930539E08Rik,Mia
2103,Six5,Enpp2,Chrnb4,Nom1,Retnla,Hrh1,Tspan6,Nxn,Nrep,Ptbp2,Usp38,Tnfrsf12a
2104,Ctxn3,Fam57a,Fbxl22,Aif1,Syn2,Zfp106,Ggt1,Speg,Oasl2,Ghr,Gramd4,Vip
2105,Aqp1,Slc39a13,Tinagl1,Fbxl14,Tent5b,Dnmt1,Mki67,Mmp17,Ly6a,Syt7,Cyp4f14,Clca4a
2106,Arl4d,Coro1a,Pcbp4,1700025G04Rik,Art3,S100g,St3gal1,Ak1,Casc4,Hoxa7,Dgat2,Mrvi1
2107,Smarcd3,Srpx,Matn2,Ccna2,Lars2,B4galnt1,Ddx60,Ly6c1,Gm11946,2210407C18Rik,Hck,Hand2os1
2108,Fbln5,Aebp1,Ddah2,Wbp4,Tm4sf4,Lgals12,Utp20,Spag9,Klf4,Bnip2,Rac2,Pcdh17
2109,Etv4,Kcnh3,B9d2,Mfap3l,Fxyd7,Ace2,Aplp1,Lmo7,Rhoj,Slc43a3,Kdr,Fermt2
2110,Pcbp4,Elovl5,Nxpe2,Cry1,Itm2c,Srgn,2010003K11Rik,Thbs4,Ptp4a3,Tbl3,Fnbp4,Rdh16
2111,Pnck,Hoxd13,Gucy1b1,Gprc5a,Aebp1,Sox9,Zfp384,Insl5,Kyat1,Faah,Rfc4,Tmem56
2112,Col5a3,Mcm6,Snx7,Ido1,Rcn3,Alg14,Oasl1,S100a14,Rgma,Tmem268,Rasa4,Cidec
2113,Colec12,Smpx,Spon2,Mettl5,Angptl7,Malt1,Cd83,Fxyd5,Chrnb4,Mrc1,Plk1,Cartpt
2114,Cbx6,Wscd2,Olfml2b,Pdzd8,Arhgef25,A130010J15Rik,Rgs2,Gm11946,Mdk,Arhgap20,Malt1,Gnao1
2115,Klhl23,Cttnbp2,Pqlc1,Rfx1,Ackr4,Zfp384,Yrdc,Cartpt,Klhdc8b,Kptn,Unc93b1,Tpd52l1
2116,Slfn2,Mfge8,Fzd2,Slc15a2,Hand1,Orc3,Pclaf,Cnnm4,Ctla2a,Chd6,Hoxb8,Gm11946
2117,Zfp651,Rogdi,Gal,Setx,Gap43,Ostm1,Snhg1,Reg4,Actn1,Rgmb,Tspan33,Defb37
2118,Srpx,Ppp1r18,Atp1a2,Zfp948,Cnn2,Alg11,Hck,Arl4d,Ppm1l,Arhgef28,Cpsf6,Itln1
2119,Gpr37l1,Zdhhc8,Cd44,Sfn,A630023A22Rik,Tia1,Hoxb5,Fgfr1,Spon2,Rtl8a,Cbfa2t3,Mgat4a
2120,Stmn3,Tmem47,Tshz2,Pnpt1,Eln,Aif1,Kif21a,Gucy1a1,Fibin,Dpt,Lrat,Kcnh2
2121,Cilp,C1qtnf2,Dnajb5,Top2a,Adcyap1r1,Exosc3,Abce1,Serpine2,Tph1,Ipo9,Aif1,Ackr4
2122,Rab3b,Abcc9,Tgfbr3,Hsdl2,Zfp651,Sval1,Plekha2,Cd248,Gpr37l1,Npm3,Snrpd1,Klf6
2123,Mab21l2,Cbx6,Fstl1,Sap25,Rfk,Baz1b,Noxa1,Hoxd13,Fabp4,Col15a1,Aurka,Ctxn3
2124,Wscd2,Pde1b,Slc17a9,Zfp958,Tac1,Slc15a2,Hist1h1c,Nkd1,Cavin1,Ms4a7,Nkapd1,Meg3
2125,Gng2,Nupr1,Zdhhc8,Dcaf10,Loxl1,Upf2,Hmgb2,Fbn1,Anxa8,Pcsk9,Slc20a1,Plin4
2126,Penk,Trim47,Phlda3,Exosc3,Defb45,Spc25,Zfp106,Myom1,Ackr4,R3hdm1,Gpd1,Csrp1
2127,Tgfbr3,Dmd,Nup85,Phkb,Grp,Trpv3,Gca,Sis,Ly6g,Aif1,Wnk4,Tceal9
2128,Gprc5a,Npm3,Gstk1,Tet2,Rasgrp2,Rtp4,Sltm,Fbxl22,Vip,Noc4l,Tph1,Jchain
2129,Cyp2c68,Mmp23,Kcnk3,Srek1,Snap25,Ces2e,Cdkn1a,Ctxn3,Chp2,Mical1,Ptprd,Cacna1h
2130,BC029722,Rrm1,Casc4,Cpsf6,Sprr1a,Ddx60,Birc3,Art3,Tacc1,Cbfa2t3,Gcg,B3gnt6
2131,Fads1,Tshz2,Rrm1,Rsbn1l,Snrpn,Lcp1,3100003L05Rik,Mafb,Lrrc66,Matn2,Ptprc,Ephb3
2132,Slc36a1,Gng10,Ak1,Defb45,Fbxl22,Myc,Cbfa2t3,Gbp2,Rnase4,Slc51b,Ceacam20,Mapk8ip1
2133,Cd34,Snrpd1,Ctxn3,Mad2l1,2310079G19Rik,Ppp2r5e,Sord,Itga9,Pbxip1,Elp2,Birc2,Art3
2134,Matn2,Bin1,Fam49a,Chka,Adcy5,Pdzd8,Gsdmc4,Cyp2c65,Gnao1,Pld4,Reg3b,Smoc2
2135,Gramd1a,Wnk2,Speg,Bahd1,Rims1,Stk39,Fabp5,Hba-a2,Plin4,Pigv,St3gal3,Thbs1
2136,Mmp23,Resp18,Stc2,Melk,Ndn,Vps33b,Syk,Kcnk3,Eml1,Lcp1,Utp14b,Enpep
2137,Tnc,Trip6,Uchl1,Rfc3,Cidec,Ap4b1,Als2cl,Sh3tc1,Serpine2,Snhg16,Ces2c,H2-Q1
2138,Hpd,Sord,Ccl11,Polm,Tmem47,Dcaf10,Ccna2,Msn,Enah,Ifi27l2a,Ccl8,Penk
2139,Sgce,Prph,Dhx30,B3gnt5,Flot2,Nxpe2,Ankrd28,Calb2,Ptgis,Ddx27,Pter,Arl4d
2140,Hoxd13,Zcchc24,Cartpt,Cxcl13,Cav3,Icosl,Insl6,Col6a1,Cck,Stx18,Tet2,Irf7
2141,Fkbp11,Gm11946,Arhgef28,C2cd3,Hhatl,Creb3l1,Procr,Slc30a10,Mmp17,Pbk,Uhrf1,Ppp1r12b
2142,Rhob,Crispld2,Bin1,Ugt2b5,Slc3a1,Nfat5,Wapl,Chp2,Tubb6,H2-DMb1,Ifit1bl1,Slc30a10
2143,Ldhb,Smarcd3,Rgma,Rabgef1,Eml1,Yeats2,Ap4b1,Igfbp4,Nt5e,Acsm3,Iglc2,Calb2
2144,Rasgrp2,Tpm1,Slc10a2,Pan3,Penk,Mafb,E330009J07Rik,Col1a2,Cyp2d26,Dnmt1,Sap25,Ptgis
2145,Ehd4,Rasgrp2,Ccnb1,Asap1,Ttll7,Vcpip1,Kif2a,Rgs1,Hspb7,Mt2,Gm43305,2900026A02Rik
2146,B9d2,Ctxn3,Cacna2d1,Vps33b,Cox8b,Pik3cb,Eipr1,Tspan9,Cavin2,Mcm5,Cdt1,Clic6
2147,Ndn,Dbn1,Auts2,Atxn3,Cfd,Cdk1,Taf12,Thy1,Il15,Metap1d,Hoxa9,Selenop
2148,Aacs,Col8a1,Gnl3,Kdf1,Shisal1,Muc3,Dcaf10,Bcam,Myzap,Acaca,Hoxa11os,Nhsl1
2149,Fibin,Tpd52l1,Rbp1,2410002F23Rik,Ctxn1,Ankrd28,Bglap3,Tm4sf1,Ssbp2,Stra6l,Kif12,Cav1
2150,Piezo1,Ewsr1,Fam83d,Sinhcaf,Gucd1,Ublcp1,Cramp1l,Bglap3,Ano7,Crispld2,Hspe1,Hspb2
2151,Cxcl12,Gucy1b1,Duox2,Fabp2,Nsg2,Krt20,Baz1b,Prelp,Plekho1,Ulk2,Cd44,Slc15a1
2152,Clps,Gsta3,Mmp17,Ddx52,Ngb,Hif1a,Trim30d,Phlda3,Slc15a1,Defb37,3100003L05Rik,Rbp4
2153,Ppan,Cfh,Prph,Wapl,Epha7,Slc3a1,Tifa,Loxl1,Adamdec1,Nudt7,Gfi1,Hba-a2
2154,Nkd1,Scarf2,G0s2,Zbtb11,Etv4,Lrrc66,Dctn5,Gcnt2,Acta1,Slc51a,Firre,Mier3
2155,Dtx3,Dennd5a,Igf1r,Slc10a2,Mfge8,Lrat,Zwint,Hoxb5,Stc2,Rpp14,Atxn3,Hspb1
2156,Ltbp1,Hopx,Scn7a,Nab1,Nkd1,Pan3,Gcnt1,Pbxip1,Igfbp2,Nrep,Stt3a,Lamb2
2157,Dennd5a,Fbln5,Ndn,Bglap3,Alpi,Snhg5,Flcn,Fam102b,Nr4a1,Naip5,Prodh,Loxl1
2158,Dbn1,Rbp4,Thy1,Egln3,Ndrg4,Tet2,Dgat2,Hand2,Ccdc9b,Fes,Zfp958,Rtn2
2159,Hbb-bs,Guca2b,Nkd1,Rtp4,Ptprr,Sidt1,Mgat4a,Tubb3,Cmah,Clec2e,Smim38,Wnk4
2160,Nfix,Noxa1,Mdk,Nudt13,Arl4d,9230105E05Rik,Zfp217,Lsp1,Tubb3,Ankrd28,Sis,Kif21a
2161,Myom1,Plin4,Ssbp2,Slc13a2,Gng2,Hpf1,Atf3,Enah,Pea15a,Bri3bp,Trim34a,Cracr2a
2162,Gm11946,Atp1a2,Plk1,Sestd1,Grem1,Trim30d,A4gnt,Axl,Gcnt2,Mpeg1,Arrdc2,Ckb
2163,Wdr6,Slc39a8,Col8a1,Tph1,Kcnj8,Tbp,Phf3,Ppp1r18,Tspan2,Ackr3,Mfap5,Slc3a1
2164,Rgma,Cdk1,Pclaf,Gpt2,Etv3,Unc93b1,Utp14b,Il18,Arl4d,Sestd1,H2-Aa,Ephb4
